CardId,Name,OriginalType,ModeCount,ModeIds,Auto
100708,Fatuus Mastery,Action,2,100708:ACTION:chi|100708:ACTION:CHI,yes
100709,FBI Special Affairs Division,Event,1,100709:EVENT,yes
100710,Fear of Mekhet,Master,1,100710:MASTER,yes
100711,Fear of the Void Below,Combat,3,100711:COMBAT:obf|100711:COMBAT:dai|100711:COMBAT:DAI,yes
102248,Feast of the Soul's Secrets,Action,2,102248:ACTION:dom|102248:ACTION:DOM,yes
100712,Fee Stake: Boston,Action,1,100712:ACTION,yes
100713,Fee Stake: Corte,Action,1,100713:ACTION,yes
100714,Fee Stake: Los Angeles,Action,1,100714:ACTION,yes
100715,Fee Stake: New York,Action,1,100715:ACTION,yes
100716,Fee Stake: Perth,Action,1,100716:ACTION,yes
100717,Fee Stake: Seattle,Action,1,100717:ACTION,yes
100718,Feline Saboteur,Action,2,100718:ACTION:ani+obf|100718:ACTION:ANI+OBF,yes
100719,"Felix ""Fix"" Hessian",Ally,1,100719:ALLY,yes
100720,Femur of Toomler,Equipment,1,100720:EQUIPMENT,yes
102249,Feral Hound,Retainer,2,102249:RETAINER:ani|102249:RETAINER:ANI,yes
100721,Feral Spirit,Master,1,100721:MASTER,yes
100722,Ferraille,Master,1,100722:MASTER,yes
100723,Festivo dello Estinto,Master,1,100723:MASTER,yes
100724,Fetish Club Hunting Ground,Master,1,100724:MASTER,yes
102321,Fever Pitch,Action Modifier,4,102321:MODIFIER:for|102321:MODIFIER:pre|102321:MODIFIER:FOR|102321:MODIFIER:PRE,yes
100725,Field Training,Action,1,100725:ACTION,yes
100726,Fiendish Tongue,Action,1,100726:ACTION,yes
100727,Fifth Tradition: Hospitality,Action,1,100727:ACTION,yes
100728,Filchware's Pawn Shop,Master,1,100728:MASTER,yes
100729,Fillip,Reaction,1,100729:REACTION,yes
100730,Final Loosening,Reaction,3,100730:REACTION:aus|100730:REACTION:dem|100730:REACTION:for,yes
100731,"Final Nights, The",Political Action,1,100731:POLITICAL,yes
100732,Finding the Path,Political Action,1,100732:POLITICAL,yes
102322,"Fiorella, Empty One",Ally,1,102322:ALLY,yes
100733,Fire Dance,Action,1,100733:ACTION,yes
100734,Fire in the Blood,Combat,2,100734:COMBAT:pot|100734:COMBAT:POT,yes
100735,Fire on the Mountain,Action,1,100735:ACTION,yes
100736,Firebrand,Political Action,1,100736:POLITICAL,yes
100737,First Tradition: The Masquerade,Political Action,1,100737:POLITICAL,yes
100738,Fists of Death,Combat,2,100738:COMBAT:pot|100738:COMBAT:POT,yes
100739,Flak Jacket,Equipment,1,100739:EQUIPMENT,yes
100740,Flames of Insurrection,Master,1,100740:MASTER,yes
100741,Flames of the Netherworld,Combat,3,100741:COMBAT:tha|100741:COMBAT:dai|100741:COMBAT:DAI,yes
100742,Flamethrower,Equipment,1,100742:EQUIPMENT,yes
100743,Flaming Candle,Equipment,1,100743:EQUIPMENT,yes
100744,Flash,Combat,2,100744:COMBAT:cel|100744:COMBAT:CEL,yes
100745,Flash Grenade,Equipment,1,100745:EQUIPMENT,yes
100746,Fleecing the Gaje,Action,1,100746:ACTION,yes
100747,Fleetness,Action,2,100747:ACTION:cel|100747:ACTION:CEL,yes
100748,Flesh Bond,Combat,2,100748:COMBAT:ani|100748:COMBAT:ANI,yes
100749,Flesh of Marble,Combat,2,100749:COMBAT:pro|100749:COMBAT:PRO,yes
100750,Fleshcraft,Combat,2,100750:COMBAT:vic|100750:COMBAT:VIC,yes
102354,Fleshforge Chamber,Master,1,102354:MASTER,yes
100751,Flow Within the Mountain,Combat,3,100751:COMBAT:tha|100751:COMBAT:vis|100751:COMBAT:VIS,yes
100752,Flurry of Action,Action,2,100752:ACTION:cel|100752:ACTION:CEL,yes
100753,Focus the Blood,Combat,1,100753:COMBAT,yes
100754,Foldable Machine Gun,Equipment,1,100754:EQUIPMENT,yes
100755,Folderol,Reaction,3,100755:REACTION:aus|100755:REACTION:myt|100755:REACTION:MYT,yes
100756,Follow the Alpha,Action Modifier,1,100756:MODIFIER,yes
100757,Follow the Blood,Reaction,1,100757:REACTION,yes
100758,Force of Personality,Action Modifier/Combat,2,100758:COMBAT:pre|100758:MODIFIER:PRE,yes
100759,Force of Will,Action,2,100759:ACTION:for|100759:ACTION:FOR,yes
100760,Forced Awakening,Reaction,1,100760:REACTION,yes
102250,Forced Confessional,Action Modifier,2,102250:MODIFIER:dom|102250:MODIFIER:DOM,yes
100761,Forced March,Action Modifier,2,100761:MODIFIER:cel+for|100761:MODIFIER:CEL+FOR,yes
100762,Forced Vigilance,Reaction,2,100762:REACTION:for|100762:REACTION:FOR,yes
100763,Forearm Block,Combat,1,100763:COMBAT,yes
100764,Foresee,Power,1,100764:COMBAT,yes
100765,Foreshadowing Destruction,Action Modifier,2,100765:MODIFIER:dom|100765:MODIFIER:DOM,yes
100766,Forest of Shadows,Master,1,100766:MASTER,yes
100767,Forger's Hammer,Action Modifier,2,100767:MODIFIER:pot|100767:MODIFIER:POT,yes
100768,Forgery,Action,1,100768:ACTION,yes
100769,Forgotten Labyrinth,Action Modifier,2,100769:MODIFIER:obf|100769:MODIFIER:OBF,yes
100770,Form of Corruption,Action,2,100770:ACTION:ser|100770:ACTION:SER,yes
100771,Form of Mist,Combat,2,100771:COMBAT:pro|100771:COMBAT:PRO,yes
102223,Form of the Bat,Action Modifier/Reaction,2,102223:MODIFIER:pro|102223:REACTION:PRO,yes
102224,Form of the Cobra,Action Modifier/Combat,2,102224:COMBAT:pro|102224:MODIFIER:PRO,yes
100772,Form of the Ghost,Combat,2,100772:COMBAT:pro|100772:COMBAT:PRO,yes
100773,Form of the Serpent,Action Modifier/Combat,2,100773:MODIFIER:ser|100773:COMBAT:SER,yes
102225,Form of the Wolf,Combat,2,102225:COMBAT:pro|102225:COMBAT:PRO,yes
100774,Fortitude,Master,1,100774:MASTER,yes
100775,Fortschritt Library,Master,1,100775:MASTER,yes
100776,Fortune Teller,Retainer,1,100776:RETAINER,yes
100777,Fortune Teller Shop,Master,1,100777:MASTER,yes
102323,Forward Momentum,Master,1,102323:MASTER,yes
100778,Foul Blood,Reaction,2,100778:REACTION:qui|100778:REACTION:QUI,yes
100779,Foundation Exhibit,Master,1,100779:MASTER,yes
100780,Founders of the Ebony Kingdom,Action,1,100780:ACTION,yes
100781,"Fourth Cycle, The",Event,1,100781:EVENT,yes
100782,Fourth Tradition: The Accounting,Action,1,100782:ACTION,yes
100783,Fractura,Combat,3,100783:COMBAT:cel|100783:COMBAT:str|100783:COMBAT:STR,yes
100784,Fractured Armament,Combat,2,100784:COMBAT:pot|100784:COMBAT:POT,yes
100785,Fragment of the Book of Nod,Master,1,100785:MASTER,yes
100786,"Framing, The",Action,1,100786:ACTION,yes
100787,Framing an Ancient Grudge,Master,1,100787:MASTER,yes
100788,Freak Drive,Action Modifier,2,100788:MODIFIER:for|100788:MODIFIER:FOR,yes
102324,Freakish Conglomeration,Ally,4,102324:ALLY:obl|102324:ALLY:tha|102324:ALLY:OBL|102324:ALLY:THA,yes
100789,Free Fight,Combat,2,100789:COMBAT:san|100789:COMBAT:SAN,yes
100790,Free States Rant,Political Action,1,100790:POLITICAL,yes
100791,Frenzy,Master,1,100791:MASTER,yes
100792,Friend of Mine,Reaction,3,100792:REACTION:for|100792:REACTION:nec|100792:REACTION:obt,yes
100793,From a Sinking Ship,Master,1,100793:MASTER,yes
100794,Frontal Assault,Master,1,100794:MASTER,yes
100795,Frozen Object,Action,3,100795:ACTION:ser|100795:ACTION:tem|100795:ACTION:TEM,yes
100796,Fueled by Heart's Blood,Event,1,100796:EVENT,yes
100797,Funeral Wake,Reaction,2,100797:REACTION:nec|100797:REACTION:NEC,yes
100798,Galaric's Legacy,Master,1,100798:MASTER,yes
100799,Gambit Accepted,Master,1,100799:MASTER,yes
100800,Game of Malkav,Master,1,100800:MASTER,yes
100801,Games of Instinct,Action,1,100801:ACTION,yes
100802,Gang Tactics,Action Modifier,1,100802:MODIFIER,yes
100803,Gang Territory,Master,1,100803:MASTER,yes
100804,Gangrel Atavism,Master,1,100804:MASTER,yes
100805,Gangrel Conspiracy,Master,1,100805:MASTER,yes
100806,Gangrel Justicar,Political Action,1,100806:POLITICAL,yes
100807,Gangrel Revel,Master,1,100807:MASTER,yes
100808,Gargoyle Slave,Ally,1,100808:ALLY,yes
100809,Garibaldi-Meucci Museum,Master,1,100809:MASTER,yes
100810,Garrote,Equipment,1,100810:EQUIPMENT,yes
100811,Gas-Powered Chainsaw,Equipment,1,100811:EQUIPMENT,yes
102290,"Gate of Acheron, The",Action,1,102290:ACTION,yes
100812,Gather,Action,1,100812:ACTION,yes
100813,Gear Up,Action,3,100813:ACTION:nec|100813:ACTION:pre|100813:ACTION:vic,yes
100814,Gemini's Mirror,Combat,2,100814:COMBAT:obf|100814:COMBAT:OBF,yes
100815,Gestalt,Reaction,2,100815:REACTION:san|100815:REACTION:SAN,yes
100816,Ghost-Eater,Action,1,100816:ACTION,yes
100817,Ghoul Escort,Retainer,1,100817:RETAINER,yes
100818,Ghoul Messenger,Retainer,1,100818:RETAINER,yes
100819,Ghoul Retainer,Retainer,1,100819:RETAINER,yes
100820,Ghouled,Action Modifier,1,100820:MODIFIER,yes
100821,Ghouled Street Thug,Ally,1,100821:ALLY,yes
100822,"Ghouls of Plaza Morería, The",Ally,1,100822:ALLY,yes
100823,Gianna di Canneto,Ally,1,100823:ALLY,yes
100824,Giant's Blood,Master,1,100824:MASTER,yes
100825,Gift of Bellona,Action Modifier,3,100825:MODIFIER:aus|100825:MODIFIER:val|100825:MODIFIER:VAL,yes
100826,Gift of Experience,Master,1,100826:MASTER,yes
100827,Gift of Proteus,Action,1,100827:ACTION,yes
100828,Gift of Sleep,Action Modifier/Reaction,4,100828:MODIFIER:obf|100828:MODIFIER:obe|100828:REACTION:obe|100828:MODIFIER:OBE,yes
102325,Gifts From Hereafter,Action Modifier,4,102325:MODIFIER:dom|102325:MODIFIER:obl|102325:MODIFIER:DOM|102325:MODIFIER:OBL,yes
100829,Giovanni Acceptance,Political Action,1,100829:POLITICAL,yes
100830,Giovanni Discrimination,Master,1,100830:MASTER,yes
100831,Gird Minions,Master,1,100831:MASTER,yes
100832,Giulia Giovanni Abruzzina,Ally,1,100832:ALLY,yes
100833,"Giuseppe, Gravedigger",Retainer,1,100833:RETAINER,yes
100834,Glancing Blow,Combat,1,100834:COMBAT,yes
100835,Glare of Lies,Reaction,2,100835:REACTION:aus+obe|100835:REACTION:AUS+OBE,yes
100836,Glaser Rounds,Combat,1,100836:COMBAT,yes
100837,Glass Walker Pact,Master,1,100837:MASTER,yes
100838,Gleam of Red Eyes,Combat,2,100838:COMBAT:pro|100838:COMBAT:PRO,yes
100839,Glutton,Master,1,100839:MASTER,yes
100840,Go Anarch,Action,1,100840:ACTION,yes
102355,Go-getter,Action Modifier,2,102355:MODIFIER:obf|102355:MODIFIER:OBF,yes
100841,Goblinism,Action,3,100841:ACTION:pot|100841:ACTION:myt|100841:ACTION:MYT,yes
100842,Golconda: Inner Peace,Master,1,100842:MASTER,yes
100843,"Goodnight, Sweet Prince",Master,1,100843:MASTER,yes
100844,Goth Band,Ally,1,100844:ALLY,yes
100845,Govern the Unaligned,Action,2,100845:ACTION:dom|100845:ACTION:DOM,yes
100846,Gramle,Action,1,100846:ACTION,yes
100847,"Gran Madre di Dio, Italy",Equipment,1,100847:EQUIPMENT,yes
100848,Grand Temple of Set,Master,1,100848:MASTER,yes
100849,"Grandest Trick, The",Action Modifier,1,100849:MODIFIER,yes
100850,Grasp of the Python,Combat,2,100850:COMBAT:ser|100850:COMBAT:SER,yes
100851,Grasp the Ghostly,Action,2,100851:ACTION:nec|100851:ACTION:NEC,yes
102326,Gravebound Drone,Ally,2,102326:ALLY:obl|102326:ALLY:OBL,yes
100852,Graverobbing,Action,2,100852:ACTION:dom|100852:ACTION:DOM,yes
100853,Great Symposium,Master,1,100853:MASTER,yes
100854,Greater Curse,Action,3,100854:ACTION:dai|100854:ACTION:mal|100854:ACTION:MAL,yes
100855,Gregory Winter,Ally,1,100855:ALLY,yes
100856,Gremlins,Action,3,100856:ACTION:dom|100856:ACTION:myt|100856:ACTION:MYT,yes
100857,Grenade,Equipment,1,100857:EQUIPMENT,yes
100858,Grey Thorne,Ally,1,100858:ALLY,yes
100859,Groaning Corpse,Combat,2,100859:COMBAT:thn|100859:COMBAT:THN,yes
100860,Grooming the Protégé,Master,1,100860:MASTER,yes
100861,Groundfighting,Combat,1,100861:COMBAT,yes
100862,Growing Fury,Combat,2,100862:COMBAT:pot|100862:COMBAT:POT,yes
100863,Guard Dogs,Reaction,2,100863:REACTION:ani|100863:REACTION:ANI,yes
100864,Guard Duty,Action,1,100864:ACTION,yes
100865,Guarded Rubrics,Equipment,1,100865:EQUIPMENT,yes
100866,Guardian Angel,Master,1,100866:MASTER,yes
100867,Guardian Ghoul,Ally,1,100867:ALLY,yes
100868,Guardian Vigil,Reaction,3,100868:REACTION:aus|100868:REACTION:cel|100868:REACTION:for,yes
100869,Guide and Mentor,Master,1,100869:MASTER,yes
100870,Guinea-Bissau Carnival,Master,1,100870:MASTER,yes
100871,Gurchon Hall,Master,1,100871:MASTER,yes
100872,Guru,Master,1,100872:MASTER,yes
100873,"Guruhi Are the Land, The",Action Modifier,1,100873:MODIFIER,yes
100874,Guruhi Kholo,Action Modifier/Reaction,2,100874:MODIFIER|100874:REACTION,no
100875,Gypsies,Ally,1,100875:ALLY,yes
100876,Hackerspace,Master,1,100876:MASTER,yes
100877,Hag's Wrinkles,Action Modifier,3,100877:MODIFIER:obf|100877:MODIFIER:thn|100877:MODIFIER:THN,yes
100878,Hall of Hades' Court,Action Modifier/Reaction,5,100878:MODIFIER:dom|100878:MODIFIER:tem|100878:REACTION:tem|100878:MODIFIER:TEM|100878:REACTION:TEM,yes
100879,Hall of Mirrors,Combat,2,100879:COMBAT:chi|100879:COMBAT:CHI,yes
100880,Hand Contract,Master,1,100880:MASTER,yes
100881,Hand Intervention,Political Action,1,100881:POLITICAL,yes
100882,Hand of Conrad,Equipment,1,100882:EQUIPMENT,yes
100883,Hanging Fermata,Master,1,100883:MASTER,yes
100884,Haqim's Law: Judgment,Master,1,100884:MASTER,yes
100885,Haqim's Law: Leadership,Action,1,100885:ACTION,yes
102226,Haqim's Law: Retribution,Master,1,102226:MASTER,yes
100886,Harass,Action,1,100886:ACTION,yes
100887,Hard Case,Reaction,2,100887:REACTION:for|100887:REACTION:FOR,yes
100888,Harmony,Action,1,100888:ACTION,yes
100889,Harvest Rites,Action,1,100889:ACTION,yes
100890,Harzomatuili,Ally,1,100890:ALLY,yes
100891,Hatch the Viper,Retainer,2,100891:RETAINER:pro+ser|100891:RETAINER:PRO+SER,yes
100892,Hatchling,Action,1,100892:ACTION,yes
100893,Haunt,Action,2,100893:ACTION:nec|100893:ACTION:NEC,yes
100894,"Haunting, The",Action,2,100894:ACTION:dem|100894:ACTION:DEM,yes
100895,Haven Affinity,Master,1,100895:MASTER,yes
100896,Haven Hunting,Action,1,100896:ACTION,yes
100897,Haven Uncovered,Master,1,100897:MASTER,yes
100898,Hawg,Equipment,1,100898:EQUIPMENT,yes
100899,Hay Ride,Action Modifier,2,100899:MODIFIER:san|100899:MODIFIER:SAN,yes
100900,Haymaker,Combat,1,100900:COMBAT,yes
100901,Healing Touch,Action,3,100901:ACTION:cel|100901:ACTION:obe|100901:ACTION:OBE,yes
100902,Heart of Darkness,Action,2,100902:ACTION:ser|100902:ACTION:SER,yes
100903,Heart of Nizchetus,Equipment,1,100903:EQUIPMENT,yes
100904,Heart of the City,Action,2,100904:ACTION:pre|100904:ACTION:PRE,yes
100905,Heart's Desire,Action Modifier,2,100905:MODIFIER:aus+chi|100905:MODIFIER:AUS+CHI,yes
100906,Heartblood of the Clan,Master,1,100906:MASTER,yes
102327,Heartrender,Ally,1,102327:ALLY,yes
100907,Heaven's Gate,Combat,3,100907:COMBAT:nec|100907:COMBAT:obe|100907:COMBAT:OBE,yes
102328,Hedonism,Action Modifier,4,102328:MODIFIER:for|102328:MODIFIER:pre|102328:MODIFIER:FOR|102328:MODIFIER:PRE,yes
100908,"Heidelberg Castle, Germany",Master,1,100908:MASTER,yes
100909,Helicopter,Equipment,1,100909:EQUIPMENT,yes
100910,Hell-for-Leather,Combat,3,100910:COMBAT:ani|100910:COMBAT:cel|100910:COMBAT:obt,yes
100911,Hellhound,Ally,1,100911:ALLY,yes
100912,Herald of Topheth,Ally,1,100912:ALLY,yes
100913,Heroic Might,Action,2,100913:ACTION:pot|100913:ACTION:POT,yes
100914,Hexaped,Ally,1,100914:ALLY,yes
100915,Hexe,Combat,3,100915:COMBAT:dai|100915:COMBAT:str|100915:COMBAT:STR,yes
100916,Hidden Lurker,Action Modifier,2,100916:MODIFIER:obf|100916:MODIFIER:OBF,yes
100917,Hidden Pathways,Action,2,100917:ACTION:obf|100917:ACTION:OBF,yes
100918,Hidden Strength,Combat,2,100918:COMBAT:for|100918:COMBAT:FOR,yes
100919,Hide,Power,2,100919:MODIFIER|100919:REACTION,yes
100920,Hide the Heart,Reaction,3,100920:REACTION:aus|100920:REACTION:val|100920:REACTION:VAL,yes
100921,Hide the Mind,Action Modifier/Combat,2,100921:COMBAT:obf|100921:MODIFIER:OBF,yes
100922,Hiding in the Open,Political Action,1,100922:POLITICAL,yes
100923,Hierophant,Political Action,1,100923:POLITICAL,yes
100924,High Aye,Action Modifier,1,100924:MODIFIER,yes
100925,High Ground,Combat,1,100925:COMBAT,yes
100926,"High Museum of Art, Atlanta",Master,1,100926:MASTER,yes
100927,High Orun,Action Modifier/Reaction,2,100927:MODIFIER|100927:REACTION,no
100928,High Stakes,Political Action,1,100928:POLITICAL,yes
100929,High Top,Ally,1,100929:ALLY,yes
100930,Highway Haven: RV,Equipment,1,100930:EQUIPMENT,yes
100931,Hive Mind,Action,2,100931:ACTION:san|100931:ACTION:SAN,yes
100932,Homunculus,Retainer,2,100932:RETAINER:pro|100932:RETAINER:PRO,yes
100933,Honor the Elders,Political Action,1,100933:POLITICAL,yes
100934,Horrid Form,Combat,2,100934:COMBAT:vic|100934:COMBAT:VIC,yes
100935,Horrid Reality,Combat,2,100935:COMBAT:chi|100935:COMBAT:CHI,yes
100936,Horrific Countenance,Action Modifier,1,100936:MODIFIER:pro,yes
100937,Horseshoes,Action,2,100937:ACTION:pot|100937:ACTION:POT,yes
100938,Hospital Food,Master,1,100938:MASTER,yes
100939,Hostile Takeover,Master,1,100939:MASTER,yes
100940,Houngan,Master,1,100940:MASTER,yes
100941,Hourglass of the Mind,Action,3,100941:ACTION:pot|100941:ACTION:tem|100941:ACTION:TEM,yes
100942,House of Sorrow,Master,1,100942:MASTER,yes
100943,Humanitas,Master,1,100943:MASTER,yes
100944,Hunger Moon,Event,1,100944:EVENT,yes
102227,Hunger of Marduk,Combat,2,102227:COMBAT:tha|102227:COMBAT:THA,yes
100945,"Hungry Coyote, The",Master,1,100945:MASTER,yes
100946,"Hunt Club, The",Master,1,100946:MASTER,yes
102228,Hunter's Mark,Action,2,102228:ACTION:cel+tha|102228:ACTION:CEL+THA,yes
102356,Hunting the Beast,Action,2,102356:ACTION:aus|102356:ACTION:AUS,yes
102329,Hunting the Quarry,Combat,4,102329:COMBAT:cel|102329:COMBAT:tha|102329:COMBAT:CEL|102329:COMBAT:THA,yes
100947,I am Legion,Action Modifier,3,100947:MODIFIER:dai|100947:MODIFIER:dai+obf|100947:MODIFIER:DAI+OBF,yes
100948,Ignis Fatuus,Reaction,2,100948:REACTION:chi|100948:REACTION:CHI,yes
100949,Ignore the Searing Flames,Combat,3,100949:COMBAT:ser|100949:COMBAT:dai|100949:COMBAT:DAI,yes
100950,Igoli's Loyalty,Action Modifier,1,100950:MODIFIER,yes
100951,Illegal Search and Seizure,Master,1,100951:MASTER,yes
100952,Illegalism,Action,3,100952:ACTION:cel|100952:ACTION:chi|100952:ACTION:pre,yes
100953,Illuminate,Power,1,100953:POWER,yes
100954,Illusions of the Kindred,Combat,2,100954:COMBAT:chi|100954:COMBAT:CHI,yes
100955,Illusory Resources,Action,2,100955:ACTION:chi|100955:ACTION:CHI,yes
100956,Ilomba,Retainer,1,100956:RETAINER,yes
100957,Immaculate Vitae,Reaction,2,100957:REACTION:qui|100957:REACTION:QUI,yes
100958,Immense Size,Combat,2,100958:COMBAT:vic|100958:COMBAT:VIC,yes
100959,Immortal Grapple,Combat,2,100959:COMBAT:pot|100959:COMBAT:POT,yes
100960,Imperator,Political Action,1,100960:POLITICAL,yes
100961,Imperial Decree,Action,1,100961:ACTION,yes
100962,Imposing Phantasm,Combat,2,100962:COMBAT:chi|100962:COMBAT:CHI,yes
100963,Imprison,Combat,1,100963:COMBAT,yes
100964,Improvised Flamethrower,Equipment,1,100964:EQUIPMENT,yes
100965,Improvised Tactics,Combat,3,100965:COMBAT:aus|100965:COMBAT:pot|100965:COMBAT:pro,yes
100966,Impundulu,Ally,1,100966:ALLY,yes
100967,In Memory of the Two Lands,Master,1,100967:MASTER,yes
100968,"Inbase Discotek, Frankfurt",Master,1,100968:MASTER,yes
100969,Inceptor,Master,1,100969:MASTER,yes
100970,Inconnu Tutelage,Event,1,100970:EVENT,yes
100971,Increased Strength,Combat,2,100971:COMBAT:pot|100971:COMBAT:POT,yes
100972,Incriminating Videotape,Equipment,1,100972:EQUIPMENT,yes
100973,Indomitability,Combat,2,100973:COMBAT:for|100973:COMBAT:FOR,yes
100974,Inevitability of the Void,Action Modifier,2,100974:MODIFIER:aus+nec|100974:MODIFIER:AUS+NEC,yes
100975,Infamous Insurgent,Master,1,100975:MASTER,yes
100976,Infamous Warlock,Master,1,100976:MASTER,yes
100977,Infection,Combat,3,100977:COMBAT:for|100977:COMBAT:thn|100977:COMBAT:THN,yes
100978,Infernal Familiar,Retainer,1,100978:RETAINER:tha,yes
100979,Infernal Pact,Master,1,100979:MASTER,yes
100980,Infernal Pursuit,Combat,2,100980:COMBAT:cel|100980:COMBAT:CEL,yes
100981,Infernal Servitor,Ally,2,100981:ALLY:dai|100981:ALLY:DAI,yes
100982,Inflict,Combat,1,100982:COMBAT,yes
100983,Informant,Ally,1,100983:ALLY,yes
100984,Information Highway,Master,1,100984:MASTER,yes
100985,Information Network,Master,1,100985:MASTER,yes
100986,Inner Essence,Combat,2,100986:COMBAT:vic|100986:COMBAT:VIC,yes
100987,Innocent Bystander,Action Modifier,1,100987:MODIFIER,yes
100988,Inquisition,Action,1,100988:ACTION,yes
100989,Inscription,Equipment,2,100989:EQUIPMENT:tha|100989:EQUIPMENT:THA,yes
100990,Inside Dirt,Action,1,100990:ACTION,yes
100991,Inspire,Power,1,100991:ACTION,yes
100992,Inspire Greatness,Action Modifier,2,100992:MODIFIER:pot+pre|100992:MODIFIER:POT+PRE,yes
100993,Instability,Master,1,100993:MASTER,yes
100994,Instantaneous Transformation,Action Modifier,2,100994:MODIFIER:cel+pro|100994:MODIFIER:CEL+PRO,yes
100995,Instinctive Reaction,Reaction,2,100995:REACTION:ani|100995:REACTION:ANI,yes
100996,Institution Hunting Ground,Master,1,100996:MASTER,yes
100997,Insurance Scam,Master,1,100997:MASTER,yes
100998,Internal Recursion,Reaction,3,100998:REACTION:pre|100998:REACTION:tem|100998:REACTION:TEM,yes
100999,Intimidation,Action,2,100999:ACTION:pre|100999:ACTION:PRE,yes
101000,Into the Fire,Master,1,101000:MASTER,yes
101001,Into Thin Air,Action Modifier,2,101001:MODIFIER:obf|101001:MODIFIER:OBF,yes
101002,"Inveraray, Scotland",Equipment,1,101002:EQUIPMENT,yes
101003,Investiture,Political Action,1,101003:POLITICAL,yes
102251,Invigorate,Action Modifier,3,102251:MODIFIER:ani|102251:MODIFIER:dom|102251:MODIFIER:pro,yes
101004,Invitation Accepted,Political Action,1,101004:POLITICAL,yes
101005,Invoke Poison Glands,Combat,3,101005:REFLEX:abo|101005:COMBAT:abo|101005:COMBAT:ABO,yes
101006,Invoking the Beast,Combat,3,101006:REFLEX:abo|101006:COMBAT:abo|101006:COMBAT:ABO,yes
101007,IR Goggles,Equipment,1,101007:EQUIPMENT,yes
101008,Iron Glare,Action Modifier,2,101008:MODIFIER:pot+pre|101008:MODIFIER:POT+PRE,yes
101009,Iron Heart,Reaction,2,101009:REACTION:pot+pre|101009:REACTION:POT+PRE,yes
101010,Irregular Protocol,Reaction,1,101010:REACTION,yes
101011,Ishtarri Kholo,Action Modifier/Reaction,2,101011:MODIFIER|101011:REACTION,no
101012,Ishtarri Warlord,Master,1,101012:MASTER,yes
101013,Island of Yiaros,Master,1,101013:MASTER,yes
101014,Ivory Bow,Equipment,1,101014:EQUIPMENT,yes
101015,"J. S. Simmons, Esq.",Retainer,1,101015:RETAINER,yes
101016,Jack of Both Sides,Action,1,101016:ACTION,yes
101017,Jackal,Retainer,2,101017:RETAINER:ani|101017:RETAINER:ANI,yes
101018,Jackie Therman,Retainer,1,101018:RETAINER,yes
101019,Jake Washington,Master,1,101019:MASTER,yes
101020,Jar of Skin Eaters,Equipment,1,101020:EQUIPMENT,yes
101021,Jar the Soul,Action,2,101021:ACTION:nec|101021:ACTION:NEC,yes
101022,Jericho Founding,Political Action,1,101022:POLITICAL,yes
101023,"Jones, The",Combat,2,101023:COMBAT:ser|101023:COMBAT:SER,yes
101024,Joseph Pander,Master,1,101024:MASTER,yes
101025,Joumlon's Axe,Equipment,1,101025:EQUIPMENT,yes
101026,Journal of Hrorsh,Equipment,1,101026:EQUIPMENT,yes
101027,Jua Vema,Combat,2,101027:COMBAT:for|101027:COMBAT:FOR,yes
101028,Judgment: Camarilla Segregation,Action,1,101028:ACTION,yes
101029,Judgment: Death to the Brujah!,Action,1,101029:ACTION,yes
101030,Jungle Hunting Ground,Master,1,101030:MASTER,yes
101031,Justicar Retribution,Political Action,1,101031:POLITICAL,yes
101032,Kali's Fang,Equipment,1,101032:EQUIPMENT,yes
101033,Karavalanisha Vrana,Equipment,1,101033:EQUIPMENT,yes
101034,Kaymakli Barrier,Action,1,101034:ACTION,yes
101035,Kaymakli Fragment,Equipment,1,101035:EQUIPMENT,yes
101036,Kaymakli Nightmares,Master,1,101036:MASTER,yes
101037,Kduva's Mask,Equipment,1,101037:EQUIPMENT,yes
101038,Keep it Simple,Reaction,1,101038:REACTION,yes
101039,Kerrie,Equipment,1,101039:EQUIPMENT,yes
101040,Kevlar Vest,Equipment,1,101040:EQUIPMENT,yes
101041,Keystone Kine,Action,3,101041:ACTION:cel|101041:ACTION:nec|101041:ACTION:obf,yes
101042,"Khabar: Community, The",Master,1,101042:MASTER,yes
101043,Khabar: Glory,Action,1,101043:ACTION,yes
101044,"Khabar: Honor, The",Combat,1,101044:COMBAT,yes
101045,Khabar: Loyalty,Action,1,101045:ACTION,yes
101046,Khazar's Diary (Endless Night),Action,1,101046:ACTION,yes
101047,Kherebutu,Ally,1,101047:ALLY,yes
101048,"Khobar Towers, Al-Khubar",Master,1,101048:MASTER,yes
101049,Kindred Coercion,Reaction,2,101049:REACTION:dom|101049:REACTION:DOM,yes
101050,Kindred Intelligence,Action,1,101050:ACTION,yes
101051,Kindred Manipulation,Action Modifier,1,101051:MODIFIER,yes
101052,Kindred Restructure,Political Action,1,101052:POLITICAL,yes
101053,Kindred Segregation,Political Action,1,101053:POLITICAL,yes
101054,Kindred Society Games,Master,1,101054:MASTER,yes
101055,Kindred Spirits,Action,2,101055:ACTION:dem|101055:ACTION:DEM,yes
101056,Kine Resources Contested,Political Action,1,101056:POLITICAL,yes
101057,King of the Mountain,Combat,2,101057:COMBAT:for|101057:COMBAT:FOR,yes
101058,King's Favor,Reaction,1,101058:REACTION,yes
101059,King's Rising,Master,1,101059:MASTER,yes
101060,"Kingston Penitentiary, Ontario",Master,1,101060:MASTER,yes
