CardId,ModeId,Name,OriginalType,DeclaredType,ClanRequirement,PathRequirement,SourceDiscipline,PoolCost,BloodCost,ConvictionCost,BurnOption,DisciplineRequirement,Level,CardText,Transformed,Auto
100952,100952:ACTION:pre,Illegalism,Action,Action,,,Celerity/Chimerstry/Presence,,,,,pre,inferior,"Requires an Anarch. More than one Discipline can be used to play this card. (D) Bleed.
The bleed is with +1 bleed.",no,yes
100953,100953:POWER,Illuminate,Power,Power,,,Innocence,,,,,,none,"All imbued get +1 intercept when blocking monsters (not cumulative with any other Illuminate in play, nor with The Unmasking). Any monster may enter combat with this imbued as a (D) action. Burn this card during your next unlock phase or if this imbued leaves the ready region.",no,yes
100954,100954:COMBAT:chi,Illusions of the Kindred,Combat,Combat,,,Chimerstry,,2,,,chi,inferior,"Only usable before range is determined.
Combat ends. Move the bottom card from your crypt to your ready region. That minion does not contest any other minions or titles in play. That vampire gains blood equal to half their capacity rounded down. That vampire and the opposing minion enter combat. Remove that minion from the game at the end of combat (if they are still in play).",no,yes
100954,100954:COMBAT:CHI,Illusions of the Kindred,Combat,Combat,,,Chimerstry,,2,,,CHI,superior,"Only usable before range is determined.
Combat ends. Move the bottom card from your crypt to your ready region. That minion does not contest any other minions or titles in play. That vampire gains blood equal to half their capacity rounded down. That vampire and the opposing minion enter combat. Remove that minion from the game at the end of combat (if they are still in play), but that vampire gains blood equal to their capacity.",no,yes
100955,100955:ACTION:chi,Illusory Resources,Action,Action,,,Chimerstry,,,,,chi,inferior,"+1 stealth action. Unique.
Put this card in play with 1 counter. During your unlock phase, a ready vampire with Chimerstry [chi] you control can move 1 blood to this card. You can burn X counters from this card to reduce a bleed against you by X.",no,yes
100955,100955:ACTION:CHI,Illusory Resources,Action,Action,,,Chimerstry,,,,,CHI,superior,"+1 stealth action. Unique.
Put this card in play with 1 counter. During your unlock phase, a ready vampire with Chimerstry [chi] you control can move 1 blood to this card. You can burn X counters from this card to reduce a bleed against you by X, but this card comes into play with 2 counters.",no,yes
100956,100956:RETAINER,Ilomba,Retainer,Retainer,,,,,,,,,none,"Animal with 1 life. Requires a Laibon.
Put Ilomba on any minion (this is a +1 stealth (D) action if that minion is controlled by another Methuselah). If Ilomba would burn a life (or would otherwise be burned), this minion burns a blood or life instead. If he or she cannot, he or she is burned. A minion may have only one Ilomba.",no,yes
100957,100957:REACTION:qui,Immaculate Vitae,Reaction,Reaction,,,Quietus,,2,,,qui,inferior,"Only usable when a vampire controlled by another Methuselah successfully hunts.
Put this card on that vampire; that vampire cannot block this reacting vampire. Burn this card if that vampire goes into torpor.",no,yes
100957,100957:REACTION:QUI,Immaculate Vitae,Reaction,Reaction,,,Quietus,,2,,,QUI,superior,"Only usable when a vampire controlled by another Methuselah successfully hunts.
Put this card on that vampire; that vampire cannot block this reacting vampire. Burn this card if that vampire goes into torpor, but the acting vampire does not gain blood from the current hunting action.",no,yes
100958,100958:COMBAT:vic,Immense Size,Combat,Combat,,,Vicissitude,,,,,vic,inferior,"Only usable before range is determined. A vampire can play only one Immense Size each combat.
The opposing minion cannot play grapple cards (this includes cards named /Immortal Grapple/ and /Mighty Grapple/) this combat.",no,yes
100958,100958:COMBAT:VIC,Immense Size,Combat,Combat,,,Vicissitude,,,,,VIC,superior,"Only usable before range is determined. A vampire can play only one Immense Size each combat.
The opposing minion cannot play grapple cards (this includes cards named /Immortal Grapple/ and /Mighty Grapple/) this combat, with 1 optional press.",no,yes
100959,100959:COMBAT:pot,Immortal Grapple,Combat,Combat,,,Potence,,,,,pot,inferior,"Grapple. Only usable at close range before strikes are chosen. A vampire can play only one Immortal Grapple each round.
Strikes that are not hand strikes cannot be used this round (by either combatant).",no,yes
100959,100959:COMBAT:POT,Immortal Grapple,Combat,Combat,,,Potence,,,,,POT,superior,"Grapple. Only usable at close range before strikes are chosen. A vampire can play only one Immortal Grapple each round.
Strikes that are not hand strikes cannot be used this round (by either combatant), with 1 optional press. If another round of combat occurs, that round is at close range (skip the determine range step for that round).",no,yes
100960,100960:POLITICAL,Imperator,Political Action,Political Action,,,,,,,,,none,"Title.
Choose a Camarilla vampire with capacity 8 or more. If this referendum is successful, put this card on the chosen vampire to represent the unique Camarilla title of Imperator (worth 3 votes). This vampire may play a Blood Hunt card from your hand or ash heap as a prince. This vampire gets 3 additional votes in blood hunt referendums.",no,yes
100961,100961:ACTION,Imperial Decree,Action,Action,,,,,1,,,,none,"Requires a ready justicar or Inner Circle member. +1 stealth action.
Put this card in play. As a (D) action, any Camarilla vampire may enter combat with any Non-Camarilla vampire controlled by another Methuselah. Any vampire may burn this card as a (D) action; Non-Camarilla vampires get -1 stealth when attempting that action.",no,yes
100962,100962:COMBAT:chi,Imposing Phantasm,Combat,Combat,,,Chimerstry,,1,,,chi,inferior,"Only usable before range is determined. A vampire can play only one Imposing Phantasm each combat.
This vampire gets +1 strength this combat. After combat ends, if the opposing minion is ready, the opposing minion gains blood or life equal to the amount they lost to damage this combat.",no,yes
100962,100962:COMBAT:CHI,Imposing Phantasm,Combat,Combat,,,Chimerstry,,1,,,CHI,superior,"Only usable before range is determined. A vampire can play only one Imposing Phantasm each combat.
This vampire gets +1 strength this combat. After combat ends, if the opposing minion is ready, the opposing minion gains blood or life equal to the amount they lost to damage this combat, with 1 additional strike (limited) this round.",no,yes
100963,100963:COMBAT,Imprison,Combat,Combat,,,Judgment,,,2,,,none,"Only usable before range is determined.
For the remainder of combat, the opposing monster cannot maneuver or press to continue, and strikes other than strikes to end combat cost the opposing monster an additional blood or life.",no,yes
100964,100964:EQUIPMENT,Improvised Flamethrower,Equipment,Equipment,,,,2,,,,,none,"Weapon.
Strike: 2R aggravated damage, only usable once per combat. If the opposing minion inflicts any damage on this minion at long range (even if it is prevented), this weapon is burned and the bearer takes 2 aggravated (non-strike) damage.",no,yes
100965,100965:COMBAT:aus,Improvised Tactics,Combat,Combat,,,Auspex/Potence/Protean,,,,,aus,inferior,"Requires a ready anarch. Only usable before range is determined on the first round. A minion can play only 1 Improvised Tactics each combat.
During the press step each round, draw one card. Discard down to your hand size afterward.",no,yes
100965,100965:COMBAT:pot,Improvised Tactics,Combat,Combat,,,Auspex/Potence/Protean,,,,,pot,inferior,"Requires a ready anarch. Only usable before range is determined on the first round. A minion can play only 1 Improvised Tactics each combat.
At long range, each round, this minion may strike for 2R damage each strike.",no,yes
100965,100965:COMBAT:pro,Improvised Tactics,Combat,Combat,,,Auspex/Potence/Protean,,,,,pro,inferior,"Requires a ready anarch. Only usable before range is determined on the first round. A minion can play only 1 Improvised Tactics each combat.
Once each round, this vampire may burn 1 blood to get one maneuver.",no,yes
100966,100966:ALLY,Impundulu,Ally,Ally,,,,,3,,,,none,"Unique demon with 1 life. 1 strength, 0 bleed.
Impundulu has flight [FLIGHT], gets one optional maneuver each combat, and may strike: 1R damage. He may steal 1 blood or life from a minion as a +1 stealth (D) action.",no,yes
100967,100967:MASTER,In Memory of the Two Lands,Master,Master,,,,,,,,,none,"Unique.
Put this card in play with 1 counter for each Follower of Set and mummy you control. During an action, you can burn 1 counter from this card to give a mummy you control +1 bleed or +1 strength. Burn this card if it has no counters.",no,yes
100968,100968:MASTER,"Inbase Discotek, Frankfurt",Master,Master,,,,2,,,,,none,"Master: unique location.
Lock to give a vampire who successfully hunts an additional blood from the blood bank. (Ignore excess blood.)",no,yes
100969,100969:MASTER,Inceptor,Master,Master,,,,,,,,,none,"Unique master.
Put this card on a vampire of capacity 1, and put three cards from your hand, ash heap or library on this card, face up but out of play. This vampire may play other copies of these cards as if he or she had the Discipline required (if any) at superior.",no,yes
100970,100970:EVENT,Inconnu Tutelage,Event,Event,,,,,,,,,none,"Inconnu.
A Methuselah may spend four transfers and remove a vampire in his or her uncontrolled region from the game to search for any card in his or her library and put it in his or her hand (discarding and shuffling afterward).",no,yes
100971,100971:COMBAT:pot,Increased Strength,Combat,Combat,,,Potence,,,,,pot,inferior,"Only usable before range is determined.
For the remainder of combat, all damaging strikes that require Potence [pot] made by this vampire inflict +1 damage.",no,yes
100971,100971:COMBAT:POT,Increased Strength,Combat,Combat,,,Potence,,,,,POT,superior,"Only usable before range is determined.
For the remainder of combat, all damaging strikes that require Potence [pot] made by this vampire inflict +1 damage, but those strikes inflict +2 damage.",no,yes
100972,100972:EQUIPMENT,Incriminating Videotape,Equipment,Equipment,,,,1,,,,,none,"Equipment.
Choose a minion your prey controls. The chosen minion cannot block the minion with this equipment.",no,yes
100973,100973:COMBAT:for,Indomitability,Combat,Combat,,,Fortitude,,,,,for,inferior,Prevent 1 damage.,no,yes
100973,100973:COMBAT:FOR,Indomitability,Combat,Combat,,,Fortitude,,,,,FOR,superior,"Press, or prevent 1 damage with 1 optional press.",no,yes
100974,100974:MODIFIER:aus+nec,Inevitability of the Void,Action Modifier,Action Modifier,,,Auspex & Necromancy,,,,,aus+nec,inferior,"Only usable during a bleed action.
+1 bleed (limited).",no,yes
100974,100974:MODIFIER:AUS+NEC,Inevitability of the Void,Action Modifier,Action Modifier,,,Auspex & Necromancy,,,,,AUS+NEC,superior,"Only usable during a bleed action.
+1 bleed for every 10 cards in the ash heap of the target Methuselah (limited).",no,yes
100975,100975:MASTER,Infamous Insurgent,Master,Master,,,,,,,,,none,"Unique.
Put this card on a Red List Anarch vampire. This vampire is infernal, Bahari, and gets +2 votes. During this vampire's minion phase, their controller can unlock a ready Anarch they control.",no,yes
100976,100976:MASTER,Infamous Warlock,Master,Master,,,,,,,,,none,"Master.
Put this card on a Tremere antitribu with a title. The vampire with this card cannot cast votes or ballots.",no,yes
100977,100977:COMBAT:for,Infection,Combat,Combat,,,Thanatosis/Fortitude,,2,,,for,inferior,Prevent all damage from the opponent's strikes this round.,no,yes
100977,100977:COMBAT:thn,Infection,Combat,Combat,,,Thanatosis/Fortitude,,2,,,thn,inferior,Prevent all damage to a ghoul (ally or retainer) in combat. Usable by a vampire not involved in the combat.,no,yes
100977,100977:COMBAT:THN,Infection,Combat,Combat,,,Thanatosis/Fortitude,,2,,,THN,superior,Only usable at the end of a round in which this vampire successfully inflicted damage on the opposing vampire. Put this card on the opposing vampire. The vampire with this card cannot block the vampire playing this card.,no,yes
100978,100978:RETAINER:tha,Infernal Familiar,Retainer,Retainer,,,Thaumaturgy,,2,,,tha,inferior,"Demon with 2 life.
The vampire with this retainer can play a card that requires a Discipline he or she does not have as if he or she had the basic level of that Discipline; if he or she does so, place an investment counter on the Infernal Familiar. If the number of investment counters on the Familiar is greater than this vampire's capacity, burn this vampire.",no,yes
100979,100979:MASTER,Infernal Pact,Master,Master,Tremere antitribu,,,1,,,,,none,"Unique master.
Put this card on a Tremere antitribu you control and choose a Discipline. The vampire with this card can play cards that require that Discipline as though he or she has the superior version of that Discipline.",no,yes
100980,100980:COMBAT:cel,Infernal Pursuit,Combat,Combat,,,Celerity,,,,,cel,inferior,Press.,no,yes
100980,100980:COMBAT:CEL,Infernal Pursuit,Combat,Combat,,,Celerity,,,,,CEL,superior,"For the remainder of the combat, each time you replace a card (including when you draw to replace this card), draw an additional card and discard down to your hand size.",no,yes
100981,100981:ALLY:dai,Infernal Servitor,Ally,Ally,,,Daimoinon,1,,,,dai,inferior,"Unique demon with 2 life. 1 strength, 3 bleed. Requires an infernal vampire.
Infernal Servitor can perform actions the turn it is recruited. Remove it from the game if you control no infernal vampires, or after it performs a successful action.",no,yes
100981,100981:ALLY:DAI,Infernal Servitor,Ally,Ally,,,Daimoinon,1,,,,DAI,superior,"Unique demon with 2 life. 1 strength, 3 bleed. Requires an infernal vampire.
Infernal Servitor can perform actions the turn it is recruited. Remove it from the game if you control no infernal vampires, or after it performs a successful action, and Infernal Servitor can play cards requiring basic Daimoinon [dai] and/or basic Obfuscate [obf] as a vampire.",no,yes
100982,100982:COMBAT,Inflict,Combat,Combat,,,Martyrdom,,,1,,,none,"Only usable before range is determined.
For the remainder of combat, the amount of damage inflicted on this imbued by hand strikes, melee weapon strikes, or retainers is also inflicted on the striking minion or damage-dealing retainer, even if this imbued prevents the damage.",no,yes
100983,100983:ALLY,Informant,Ally,Ally,Ishtarri,,,,,,,,none,"Mortal with 1 life. 0 strength, 0 bleed.
The Informant cannot act or block. During your unlock phase, any Methuselah who controls a ready Ishtarri may look at your hand. During your discard phase, your predator takes control of the Informant.",no,yes
100984,100984:MASTER,Information Highway,Master,Master,,,,,,,,,none,"Unique location.
+2 transfers.",no,yes
100985,100985:MASTER,Information Network,Master,Master,Nosferatu antitribu,,,1,,,,,none,"Unique master.
Put this card in play. Lock to give a Nosferatu antitribu you control +1 intercept.",no,yes
100986,100986:COMBAT:vic,Inner Essence,Combat,Combat,,,Vicissitude,,,,,vic,inferior,"Only usable before range is determined. A vampire can play only one Inner Essence each combat.
Once this combat, this vampire can reduce the cost of a combat card they play by 1 blood.",no,yes
100986,100986:COMBAT:VIC,Inner Essence,Combat,Combat,,,Vicissitude,,,,,VIC,superior,"Only usable before range is determined. A vampire can play only one Inner Essence each combat.
Once this combat, this vampire can reduce the cost of a combat card they play by 1 blood, and this vampire gains 1 blood.",no,yes
100987,100987:MODIFIER,Innocent Bystander,Action Modifier,Action Modifier,Ventrue antitribu,,,,,,,,none,"Only usable when this acting vampire successfully bleeds a Methuselah.
Remove the top card of that Methuselah's crypt from the game.",no,yes
100988,100988:ACTION,Inquisition,Action,Action,,,,,,,,,none,"Requires a ready Sabbat vampire. +1 stealth action.
(D) Choose one or more bishops. Each of the chosen bishops loses his or her title and takes 2 unpreventable damage. The controllers of the chosen bishops may attempt to block in addition to the normally eligible blockers.",no,yes
100989,100989:EQUIPMENT:tha,Inscription,Equipment,Equipment,,,Thaumaturgy,,,,,tha,inferior,"Equipment.
Put this equipment on a ready vampire and put a card that requires Thaumaturgy [tha] from your hand on it (face up, out of play; this acting vampire pays the cost of that card). The vampire with this equipment can burn this equipment to use the basic Thaumaturgy ability of that card.",no,yes
100989,100989:EQUIPMENT:THA,Inscription,Equipment,Equipment,,,Thaumaturgy,,,,,THA,superior,"Equipment.
Put this equipment on a ready vampire and put a card that requires Thaumaturgy [tha] from your hand on it (face up, out of play; this acting vampire pays the cost of that card). The vampire with this equipment can burn this equipment to use the basic Thaumaturgy ability of that card, but the vampire can use the superior Thaumaturgy [THA] ability of the card.",no,yes
100990,100990:ACTION,Inside Dirt,Action,Action,Nosferatu antitribu,,,,,,,,none,"(D) Burn the Edge to burn 3 blood from a vampire controlled by another Methuselah, or to burn 3 pool from your prey.",no,yes
100991,100991:ACTION,Inspire,Power,Action,,,Innocence,,,,,,none,"[1 CONVICTION] +1 stealth action.
Add a counter to an imbued in your uncontrolled region or move the conviction [1 CONVICTION] you paid for this action from your ash heap to any imbued in play.",no,yes
100992,100992:MODIFIER:pot+pre,Inspire Greatness,Action Modifier,Action Modifier,,,Potence & Presence,,1,,,pot+pre,inferior,"Only usable by a ready vampire other than the acting minion.
The acting ally or younger vampire gets +1 strength during this action.",no,yes
100992,100992:MODIFIER:POT+PRE,Inspire Greatness,Action Modifier,Action Modifier,,,Potence & Presence,,1,,,POT+PRE,superior,"Only usable by a ready vampire other than the acting minion.
The acting ally or younger vampire gets +2 strength during this action.",no,yes
100993,100993:MASTER,Instability,Master,Master,,,,,,,,,none,"Master.
Only usable if your prey controls the Edge or the Edge is uncontrolled. Your prey may take the Edge if it is uncontrolled. You gain 2 pool. Only one Instability may be played each turn.",no,yes
100994,100994:MODIFIER:cel+pro,Instantaneous Transformation,Action Modifier,Action Modifier,,,Celerity & Protean,,,,,cel+pro,inferior,+1 stealth.,no,yes
100994,100994:MODIFIER:CEL+PRO,Instantaneous Transformation,Action Modifier,Action Modifier,,,Celerity & Protean,,,,,CEL+PRO,superior,Only usable after resolution of a successful action. Unlock this vampire. A vampire can play only one Instantaneous Transformation at superior each turn.,no,yes
100995,100995:REACTION:ani,Instinctive Reaction,Reaction,Reaction,,,Animalism,,,,,ani,inferior,"Only usable if a minion controlled by your predator is acting.
+1 intercept.",no,yes
100995,100995:REACTION:ANI,Instinctive Reaction,Reaction,Reaction,,,Animalism,,,,,ANI,superior,"Only usable if a minion controlled by your predator is acting.
+1 intercept, with 1 optional maneuver during the resulting combat if this vampire blocks.",no,yes
100996,100996:MASTER,Institution Hunting Ground,Master,Master,Malkavian antitribu,,,2,,,,,none,"Unique location. Hunting ground.
During your unlock phase, a ready vampire you control can gain 1 blood. A vampire can gain blood from only one hunting ground each turn.",no,yes
100997,100997:MASTER,Insurance Scam,Master,Master,,,,,,,,,none,"Master.
Put this card in play. During your turn, you may lock this card and burn X locations you control to gain X pool.",no,yes
100998,100998:REACTION:pre,Internal Recursion,Reaction,Reaction,,,Temporis/Presence,,1,,,pre,inferior,"Only usable if this vampire blocks, before block resolution.
During the resulting combat, this vampire can strike: combat ends. If they do so and the acting minion is an ally or younger vampire, unlock this blocking vampire before combat ends.",no,yes
100998,100998:REACTION:tem,Internal Recursion,Reaction,Reaction,,,Temporis/Presence,,1,,,tem,inferior,"Only usable if this vampire blocks, before block resolution.
This blocking vampire sets the range for the first round of the resulting combat.",no,yes
100998,100998:REACTION:TEM,Internal Recursion,Reaction,Reaction,,,Temporis/Presence,,1,,,TEM,superior,"Only usable if this vampire blocks, before block resolution.
The acting minion does not unlock during their next unlock phase.",no,yes
100999,100999:ACTION:pre,Intimidation,Action,Action,,,Presence,,,,,pre,inferior,(D) Bleed with +1 bleed.,no,yes
100999,100999:ACTION:PRE,Intimidation,Action,Action,,,Presence,,,,,PRE,superior,(D) Bleed with +2 bleed.,no,yes
101000,101000:MASTER,Into the Fire,Master,Master,,,,,,,,,none,"Master. Trifle.
Choose a ready non-Sabbat vampire you control. That vampire becomes Sabbat. (His or her clan is not affected.)",no,yes
101001,101001:MODIFIER:obf,Into Thin Air,Action Modifier,Action Modifier,,,Obfuscate,,,,,obf,inferior,"Do not replace until your unlock phase.
+1 stealth. Once this action, this vampire may burn 1 blood to give an ally or younger vampire -1 intercept. Into Thin Air and Lost in Crowds cannot both be played on the same action.",no,yes
101001,101001:MODIFIER:OBF,Into Thin Air,Action Modifier,Action Modifier,,,Obfuscate,,,,,OBF,superior,"Do not replace until your unlock phase.
+2 stealth. Once this action, this vampire may burn 1 blood to give an ally or younger vampire -1 intercept. Into Thin Air and Lost in Crowds cannot both be played on the same action",yes,yes
101002,101002:EQUIPMENT,"Inveraray, Scotland",Equipment,Equipment,,,,,1,,,,none,"This equipment card represents a location and does not count as equipment while in play. Unique.
The vampire with this location may move 1 blood to this card as an action; no more than 3 blood may be put on this card. This vampire gets +X bleed, where X is the amount of blood on this card.",no,yes
101003,101003:POLITICAL,Investiture,Political Action,Political Action,,,,,,,,,none,"Requires a cardinal or regent. Title.
In this referendum, each ready cardinal gets one additional vote. Choose a Sabbat vampire. If this referendum is successful, put this card on the chosen vampire to represent the Sabbat title of priscus. Camarilla vampires cannot cast votes or ballots during this referendum.",no,yes
102251,102251:MODIFIER:ani,Invigorate,Action Modifier,Action Modifier,,,Animalism/Dominate/Protean,,,,,ani,inferior,"Requires an Anarch.
This Anarch gets +1 strength this action.",no,yes
102251,102251:MODIFIER:dom,Invigorate,Action Modifier,Action Modifier,,,Animalism/Dominate/Protean,,,,,dom,inferior,"Requires an Anarch.
This Anarch cannot be blocked by allies this action.",no,yes
102251,102251:MODIFIER:pro,Invigorate,Action Modifier,Action Modifier,,,Animalism/Dominate/Protean,,,,,pro,inferior,"Requires an Anarch.
This Anarch's hand strikes are aggravated this action.",no,yes
101004,101004:POLITICAL,Invitation Accepted,Political Action,Political Action,,,,,,,,,none,"Successful referendum means this card is put in play and each Follower of Set can choose to become Camarilla. As any Follower of Set enters play, they can choose to become Camarilla.",no,yes
101005,101005:REFLEX:abo,Invoke Poison Glands,Combat,Reflex,,,Abombwe,,,,,abo,inferior,Cancel a frenzy card played on this vampire as it is played.,no,yes
101005,101005:COMBAT:abo,Invoke Poison Glands,Combat,Combat,,,Abombwe,,,,,abo,inferior,Strike: hand strike at +1 damage.,no,yes
101005,101005:COMBAT:ABO,Invoke Poison Glands,Combat,Combat,,,Abombwe,,,,,ABO,superior,"Strike: burn the opposing animal or mortal, or strike: hand strike at +X damage, where X is the number of Orun on this vampire.",no,yes
101006,101006:REFLEX:abo,Invoking the Beast,Combat,Reflex,,,Abombwe,,,,,abo,inferior,Cancel a frenzy card played on this vampire as it is played.,no,yes
101006,101006:COMBAT:abo,Invoking the Beast,Combat,Combat,,,Abombwe,,,,,abo,inferior,Only usable before range is determined. This vampire has +1 strength for the remainder of combat. A vampire can play only one Invoking the Beast each combat.,no,yes
101006,101006:COMBAT:ABO,Invoking the Beast,Combat,Combat,,,Abombwe,,,,,ABO,superior,"Only usable before range is determined. This vampire has +1 strength for the remainder of combat. A vampire can play only one Invoking the Beast each combat, with an optional press this round.",no,yes
101007,101007:EQUIPMENT,IR Goggles,Equipment,Equipment,,,,,,,,,none,"Electronic equipment.
This minion gets an optional maneuver each combat.",no,yes
101008,101008:MODIFIER:pot+pre,Iron Glare,Action Modifier,Action Modifier,,,Potence & Presence,,,,,pot+pre,inferior,Only usable during the polling step of a political action. This vampire gets +2 votes.,no,yes
101008,101008:MODIFIER:POT+PRE,Iron Glare,Action Modifier,Action Modifier,,,Potence & Presence,,,,,POT+PRE,superior,Only usable during a bleed action. +2 bleed (limited).,no,yes
101009,101009:REACTION:pot+pre,Iron Heart,Reaction,Reaction,,,Potence & Presence,,1,,,pot+pre,inferior,Cancel an action modifier that requires Presence [pre] as it is played. That card has no effect. No cost is paid.,no,yes
101009,101009:REACTION:POT+PRE,Iron Heart,Reaction,Reaction,,,Potence & Presence,,1,,,POT+PRE,superior,"Cancel an action modifier that requires Presence [pre] as it is played. That card has no effect. No cost is paid, but cancel an action modifier that requires Dominate [dom].",no,yes
101010,101010:REACTION,Irregular Protocol,Reaction,Reaction,,,,,1,,,,none,"Only usable during a referendum.
Lock this reacting vampire to force the acting vampire to abstain (this can cancel that vampire's votes and ballots).",no,yes
101011,101011:MODIFIER,Ishtarri Kholo,Action Modifier/Reaction,Action Modifier,Ishtarri,,,,,,,,none,"Only usable during a referendum. Usable by a locked vampire. Title.
Put this card on this Laibon Ishtarri to represent the unique Laibon title of Ishtarri Kholo (worth 2 votes). Not usable if there are any older ready untitled Laibon Ishtarri. Whenever this vampire is not a ready Laibon Ishtarri or there is an older ready untitled Laibon Ishtarri, move this card to (one of) the oldest ready untitled Laibon Ishtarri (if any).",no,no
101011,101011:REACTION,Ishtarri Kholo,Action Modifier/Reaction,Reaction,Ishtarri,,,,,,,,none,"Only usable during a referendum. Usable by a locked vampire. Title.
Put this card on this Laibon Ishtarri to represent the unique Laibon title of Ishtarri Kholo (worth 2 votes). Not usable if there are any older ready untitled Laibon Ishtarri. Whenever this vampire is not a ready Laibon Ishtarri or there is an older ready untitled Laibon Ishtarri, move this card to (one of) the oldest ready untitled Laibon Ishtarri (if any).",no,no
101012,101012:MASTER,Ishtarri Warlord,Master,Master,Ishtarri,,,1,,,,,none,"Master.
Put this card on an Ishtarri you control. This Ishtarri gets an optional maneuver or press each combat. A minion can have only one Ishtarri Warlord.",no,yes
101013,101013:MASTER,Island of Yiaros,Master,Master,Ventrue,,,2,,,,,none,"Unique location.
Lock to give a striking vampire you control +X strength for that strike (usable after both combatants have chosen their strike), where X is the number of votes the vampire has (e.g., a prince gets +2 strength).",no,yes
101014,101014:EQUIPMENT,Ivory Bow,Equipment,Equipment,,,,1,,,,,none,"Unique weapon.
Strike: 1R aggravated damage.",no,yes
101015,101015:RETAINER,"J. S. Simmons, Esq.",Retainer,Retainer,,,,,,,,,none,"Unique mortal with 1 life.
The employer gets +1 bleed.",no,yes
101016,101016:ACTION,Jack of Both Sides,Action,Action,,,,,1,,,,none,"+2 stealth action. Requires a ready vampire.
This vampire equips or employs an equipment or retainer from your hand. The cost of that card is reduced by 1 pool or by up to 2 blood.",no,yes
101017,101017:RETAINER:ani,Jackal,Retainer,Retainer,,,Animalism,,1,,,ani,inferior,"Animal with 1 life.
If your prey controls a ready Follower of Set or Assamite, the minion with this retainer gets +1 stealth.",no,yes
101017,101017:RETAINER:ANI,Jackal,Retainer,Retainer,,,Animalism,,1,,,ANI,superior,"Animal with 1 life.
If your prey controls a ready Follower of Set or Assamite, the minion with this retainer gets +1 stealth, but this minion gets +2 stealth.",no,yes
101018,101018:RETAINER,Jackie Therman,Retainer,Retainer,,,,,,,,,none,"Unique mortal with 1 life.
This minion gets an optional maneuver each combat.",no,yes
101019,101019:MASTER,Jake Washington,Master,Master,,,,,,,,,none,"Unique.
Put this card in play; it becomes a unique mortal ally with 1 life, 0 strength and 0 bleed. During your unlock phase, you can burn Jake to add up to 4 blood to a ready vampire with no blood.",no,yes
101020,101020:EQUIPMENT,Jar of Skin Eaters,Equipment,Equipment,Tremere/Tremere antitribu,,,,,,,,none,"Weapon.
The bearer may use this weapon only if it has a blood on it. Strike: 3R aggravated damage. This minion may inflict 3 aggravated damage on another minion as a (D) action. Burn after either use. Any Gargoyle enslaved to this vampire may move 1 blood to this card as a +1 stealth action.",no,yes
101021,101021:ACTION:nec,Jar the Soul,Action,Action,,,Necromancy,,,,,nec,inferior,"+1 stealth action.
(D) Lock a ready minion.",no,yes
101021,101021:ACTION:NEC,Jar the Soul,Action,Action,,,Necromancy,,,,,NEC,superior,"+1 stealth action.
(D) Lock a ready minion, and burn 1 blood or life from the target minion.",no,yes
101022,101022:POLITICAL,Jericho Founding,Political Action,Political Action,,,,,,,,,none,"Requires a non-Camarilla vampire.
Successful referendum means all locations are burned. Any Methuselah can keep any locations he or she controls by repaying their pool cost.",no,yes
101023,101023:COMBAT:ser,"Jones, The",Combat,Combat,,,Serpentis,,,,,ser,inferior,"Only usable in combat with an ally or younger vampire.
Strike: dodge, with 1 optional press, only usable to end combat.",no,yes
101023,101023:COMBAT:SER,"Jones, The",Combat,Combat,,,Serpentis,,,,,SER,superior,"Only usable in combat with an ally or younger vampire.
Cancel the opposing minion's strike card as it is played, and its cost is not paid (the minion chooses another strike). A vampire can play only one The Jones at superior each round.",no,yes
101024,101024:MASTER,Joseph Pander,Master,Master,Pander,,,,,,,,none,"Unique.
Put this card in play. You can lock this card and burn 1 pool to have an action directed at a Pander you control fail. During your master phase, choose a Pander; once this turn, the chosen Pander can enter combat with a minion as a (D) action. Sabbat vampires can burn this card as a (D) action.",no,yes
101025,101025:EQUIPMENT,Joumlon's Axe,Equipment,Equipment,,,,,,,,,none,"Unique melee weapon.
Strike: strength+1 damage. Damage inflicted on a Kiasyd by this weapon is aggravated. Once each combat, the bearer can cancel a grapple card played by the opposing minion as it is played, its cost is not paid, and the bearer's initial strike this round must be or have been with this weapon (not usable otherwise).",no,yes
101026,101026:EQUIPMENT,Journal of Hrorsh,Equipment,Equipment,Salubri,,,,,,Y,,none,"Unique.
Add 1 counter to this card after this Salubri performs a successful action. Burn these counters if this card is moved. You can remove this ready Salubri from the game to move these counters to your pool, except during an action.",no,yes
101027,101027:COMBAT:for,Jua Vema,Combat,Combat,,,Fortitude,,,,,for,inferior,This vampire treats aggravated damage as normal damage this round.,no,yes
101027,101027:COMBAT:FOR,Jua Vema,Combat,Combat,,,Fortitude,,,,,FOR,superior,"This vampire treats aggravated damage as normal damage this round, but for the remainder of the action if you lock an Aye on him or her.",no,yes
101028,101028:ACTION,Judgment: Camarilla Segregation,Action,Action,,,,,1,,,,none,"+1 stealth action. Requires a prince or justicar.
Put this card in play. Each Methuselah controlling a non-Camarilla vampire burns 1 pool during their unlock phase. Methuselahs can burn a non-Camarilla vampire they control during their master phase to burn this card.",no,yes
